PO_ID,Order_Date,Supplier_ID,Supplier_Name,Product_ID,Product_Name,Category,Quantity,Unit_Cost_USD,Total_Cost_USD,Delivery_Date,On_Time_Delivery,Days_Late,Defects_Found,Defect_Rate_Percent,Payment_Status
PO_00172,1/16/2023,SUP_044,Stellar Parts,PROD_003,Copper Wire,Raw Materials,353,294.5,103958.5,4/6/2023,Yes,0,20,5.67,Paid
PO_00173,8/29/2023,SUP_023,Modern Materials,PROD_010,Control Panel,Finished Parts,939,342.34,321455.68,11/2/2023,Yes,0,29,3.09,Pending
PO_00174,6/16/2023,SUP_049,Yearlong Materials,PROD_004,Rubber Gasket,Components,177,330.96,58579.11,9/21/2023,No,9,9,5.08,Paid
PO_00175,1/12/2023,SUP_031,Innovation Partners,PROD_020,Battery Cell,Raw Materials,612,422.99,258868.01,1/24/2023,Yes,0,74,12.09,Paid
PO_00176,11/28/2024,SUP_024,Direct Supply,PROD_017,Composite Panel,Components,962,350.92,337580.56,1/15/2025,Yes,0,27,2.81,Paid
PO_00177,6/16/2023,SUP_022,Integrated Solutions,PROD_005,Plastic Housing,Components,644,187.73,120896.07,7/1/2023,Yes,0,62,9.63,Paid
PO_00178,6/11/2023,SUP_004,EcoSource Materials,PROD_020,Battery Cell,Raw Materials,748,155.59,116382.54,8/13/2023,Yes,0,15,2.01,Pending
PO_00179,10/20/2024,SUP_041,Zenith Materials,PROD_002,Aluminum Sheet,Finished Parts,389,309.15,120257.94,11/4/2024,No,0,62,15.94,Overdue
PO_00180,7/11/2023,SUP_004,EcoSource Materials,PROD_017,Composite Panel,Components,797,155.77,124151.6,9/8/2023,No,0,26,3.26,Paid
PO_00181,3/24/2023,SUP_046,Universal Materials,PROD_016,Metal Frame,Hardware,630,112.18,70674.25,5/31/2023,Yes,0,88,13.97,Paid
PO_00182,6/3/2024,SUP_017,Professional Suppliers,PROD_017,Composite Panel,Components,433,370.66,160495.32,8/2/2024,No,1,44,10.16,Paid
PO_00183,9/22/2023,SUP_022,Integrated Solutions,PROD_011,LED Assembly,Raw Materials,792,196.87,155922.42,10/9/2023,Yes,0,85,10.73,Paid
PO_00184,7/29/2023,SUP_008,NextGen Suppliers,PROD_016,Metal Frame,Hardware,505,256.74,129651.99,8/15/2023,Yes,0,24,4.75,Paid
PO_00185,7/26/2023,SUP_001,Global Materials Inc,PROD_023,Capacitor Bank,Finished Parts,678,335.86,227710.51,9/14/2023,No,0,54,7.96,Paid
PO_00186,3/17/2024,SUP_008,NextGen Suppliers,PROD_014,Circuit Board,Finished Parts,280,233.19,65294.29,4/5/2024,Yes,0,20,7.14,Paid
PO_00187,10/24/2024,SUP_033,Optimal Materials,PROD_009,Motor Shaft,Finished Parts,632,134.14,84778.56,11/14/2024,Yes,0,32,5.06,Paid
PO_00188,7/18/2024,SUP_016,Smart Supply,PROD_001,Steel Bolts,Hardware,222,483.23,107277.61,8/7/2024,Yes,0,15,6.76,Paid
PO_00189,10/10/2023,SUP_044,Stellar Parts,PROD_025,Wiring Harness,Hardware,204,313.74,64001.99,12/30/2023,No,3,15,7.35,Paid
PO_00190,4/30/2023,SUP_007,Elite Industries,PROD_025,Wiring Harness,Hardware,465,14.83,6897.78,6/26/2023,No,0,71,15.27,Paid
PO_00191,3/18/2023,SUP_011,Reliable Vendors,PROD_015,Fastener Kit,Electronics,744,11.29,8396.1,5/3/2023,No,1,83,11.16,Paid
PO_00192,6/11/2024,SUP_037,Frontier Materials,PROD_008,Bearing Unit,Raw Materials,505,253.88,128211.56,8/12/2024,Yes,0,38,7.52,Pending
PO_00193,3/21/2024,SUP_041,Zenith Materials,PROD_013,Connector Cable,Finished Parts,61,281.46,17168.78,4/7/2024,No,0,5,8.2,Pending
PO_00194,4/20/2024,SUP_042,Apex Components,PROD_003,Copper Wire,Raw Materials,566,401.95,227503.58,6/8/2024,Yes,0,67,11.84,Pending
PO_00195,10/10/2023,SUP_020,Strategic Partners,PROD_023,Capacitor Bank,Finished Parts,871,242.38,211112.25,12/23/2023,Yes,0,22,2.53,Paid
PO_00196,12/13/2024,SUP_043,Quantum Suppliers,PROD_023,Capacitor Bank,Finished Parts,714,85.83,61280.4,1/12/2025,Yes,0,58,8.12,Paid
PO_00197,11/4/2023,SUP_006,Rapid Supply Chain,PROD_021,Switch Assembly,Finished Parts,687,93.41,64170.4,11/23/2023,Yes,0,82,11.94,Paid
PO_00198,11/14/2024,SUP_033,Optimal Materials,PROD_017,Composite Panel,Components,269,125.28,33701.21,11/25/2024,No,1,15,5.58,Overdue
PO_00199,3/31/2023,SUP_048,Xenon Suppliers,PROD_025,Wiring Harness,Hardware,51,335,17084.75,6/29/2023,Yes,0,1,1.96,Paid
PO_00200,6/5/2023,SUP_007,Elite Industries,PROD_019,Insulation Material,Finished Parts,639,14.88,9506.09,7/29/2023,Yes,0,88,13.77,Overdue
PO_00201,2/15/2024,SUP_029,Expert Vendors,PROD_019,Insulation Material,Finished Parts,687,521.22,358079.49,2/24/2024,Yes,0,100,14.56,Paid
PO_00202,5/30/2023,SUP_004,EcoSource Materials,PROD_009,Motor Shaft,Finished Parts,642,137.5,88278.1,8/3/2023,Yes,0,18,2.8,Pending
PO_00203,11/15/2023,SUP_045,Velocity Supply,PROD_013,Connector Cable,Finished Parts,519,295.2,153210.24,2/10/2024,Yes,0,73,14.07,Paid
PO_00204,12/11/2023,SUP_018,Dynamic Materials,PROD_007,Electronic Component B,Components,358,416.64,149156.98,12/17/2023,Yes,0,49,13.69,Overdue
PO_00205,9/25/2024,SUP_026,Unified Suppliers,PROD_010,Control Panel,Finished Parts,518,168.7,87385.01,12/25/2024,Yes,0,44,8.49,Paid
PO_00206,1/2/2023,SUP_013,Tech Components Ltd,PROD_015,Fastener Kit,Electronics,988,373.17,368692.83,1/16/2023,No,4,15,1.52,Pending
PO_00207,7/7/2024,SUP_018,Dynamic Materials,PROD_006,Electronic Component A,Raw Materials,590,506.28,298707.81,7/16/2024,Yes,0,54,9.15,Paid
PO_00208,10/6/2024,SUP_017,Professional Suppliers,PROD_008,Bearing Unit,Raw Materials,132,391.76,51712.97,12/1/2024,Yes,0,14,10.61,Paid
PO_00209,11/25/2024,SUP_037,Frontier Materials,PROD_017,Composite Panel,Components,704,240.54,169339.72,1/23/2025,Yes,0,53,7.53,Overdue
PO_00210,6/29/2023,SUP_023,Modern Materials,PROD_007,Electronic Component B,Components,191,324.3,61941.19,8/20/2023,Yes,0,8,4.19,Overdue
PO_00211,7/15/2023,SUP_027,Continental Materials,PROD_015,Fastener Kit,Electronics,913,267.98,244661.46,9/3/2023,Yes,0,29,3.18,Paid
PO_00212,9/11/2023,SUP_016,Smart Supply,PROD_021,Switch Assembly,Finished Parts,27,527.3,14236.98,10/1/2023,No,5,3,11.11,Paid
PO_00213,10/12/2023,SUP_034,Precision Suppliers,PROD_019,Insulation Material,Finished Parts,401,26.37,10572.71,12/6/2023,No,0,57,14.21,Paid
PO_00214,10/18/2024,SUP_010,Advanced Logistics,PROD_020,Battery Cell,Raw Materials,119,162.81,19374.15,1/8/2025,Yes,0,11,9.24,Paid
PO_00215,12/29/2024,SUP_024,Direct Supply,PROD_006,Electronic Component A,Raw Materials,472,350.21,165300.61,2/4/2025,No,0,11,2.33,Paid
PO_00216,7/4/2023,SUP_013,Tech Components Ltd,PROD_016,Metal Frame,Hardware,568,406.79,231057.99,7/14/2023,Yes,0,5,0.88,Pending
PO_00217,5/17/2023,SUP_050,Zephyr Components,PROD_005,Plastic Housing,Components,368,478.2,175977.52,7/12/2023,Yes,0,23,6.25,Paid
PO_00218,7/4/2024,SUP_017,Professional Suppliers,PROD_016,Metal Frame,Hardware,644,375.15,241594.45,9/4/2024,Yes,0,83,12.89,Pending
PO_00219,9/3/2024,SUP_013,Tech Components Ltd,PROD_009,Motor Shaft,Finished Parts,659,424.12,279493.91,9/10/2024,Yes,0,7,1.06,Paid
PO_00220,4/16/2023,SUP_040,Pinnacle Suppliers,PROD_016,Metal Frame,Hardware,22,256.78,5649.11,6/28/2023,Yes,0,4,18.18,Pending
PO_00221,12/13/2024,SUP_010,Advanced Logistics,PROD_005,Plastic Housing,Components,165,152.75,25203.57,2/25/2025,Yes,0,20,12.12,Paid
PO_00222,9/27/2024,SUP_003,Quality Suppliers Ltd,PROD_001,Steel Bolts,Hardware,278,357.55,99397.92,11/23/2024,Yes,0,30,10.79,Paid
PO_00223,11/12/2024,SUP_019,Century Components,PROD_014,Circuit Board,Finished Parts,527,428.74,225944.02,1/22/2025,Yes,0,50,9.49,Overdue
PO_00224,6/14/2024,SUP_028,Superior Parts,PROD_003,Copper Wire,Raw Materials,402,207.12,83262.65,8/21/2024,Yes,0,64,15.92,Paid
PO_00225,2/27/2024,SUP_018,Dynamic Materials,PROD_004,Rubber Gasket,Components,500,435.74,217871.55,3/15/2024,No,9,44,8.8,Paid
PO_00226,10/10/2023,SUP_027,Continental Materials,PROD_001,Steel Bolts,Hardware,69,282.76,19510.61,11/27/2023,No,6,4,5.8,Paid
PO_00227,6/5/2023,SUP_048,Xenon Suppliers,PROD_010,Control Panel,Finished Parts,897,307.19,275550.65,9/7/2023,Yes,0,32,3.57,Paid
PO_00228,8/21/2023,SUP_013,Tech Components Ltd,PROD_014,Circuit Board,Finished Parts,954,353.35,337091.87,8/29/2023,Yes,0,14,1.47,Paid
PO_00229,5/12/2024,SUP_028,Superior Parts,PROD_020,Battery Cell,Raw Materials,181,211.02,38194.41,7/14/2024,No,7,33,18.23,Paid
PO_00230,4/7/2024,SUP_010,Advanced Logistics,PROD_019,Insulation Material,Finished Parts,679,141.96,96390.27,6/30/2024,Yes,0,65,9.57,Paid
PO_00231,8/11/2023,SUP_019,Century Components,PROD_013,Connector Cable,Finished Parts,757,503.01,380781.56,10/12/2023,No,0,76,10.04,Paid
PO_00232,5/1/2023,SUP_040,Pinnacle Suppliers,PROD_006,Electronic Component A,Raw Materials,222,259.6,57630.21,7/11/2023,Yes,0,26,11.71,Paid
PO_00233,1/23/2024,SUP_007,Elite Industries,PROD_020,Battery Cell,Raw Materials,410,14.28,5855.16,3/30/2024,Yes,0,51,12.44,Pending
PO_00234,1/6/2024,SUP_045,Velocity Supply,PROD_019,Insulation Material,Finished Parts,931,277.25,258115.25,4/8/2024,Yes,0,127,13.64,Paid
PO_00235,3/28/2024,SUP_011,Reliable Vendors,PROD_024,Transformer Core,Raw Materials,898,11.05,9924.13,5/22/2024,Yes,0,114,12.69,Paid
PO_00236,9/25/2023,SUP_031,Innovation Partners,PROD_009,Motor Shaft,Finished Parts,406,431.95,175372.75,10/2/2023,Yes,0,59,14.53,Pending
PO_00237,6/28/2023,SUP_035,Nexus Components,PROD_014,Circuit Board,Finished Parts,929,332.23,308644.51,9/3/2023,Yes,0,118,12.7,Pending
PO_00238,4/21/2023,SUP_040,Pinnacle Suppliers,PROD_005,Plastic Housing,Components,884,226.16,199921.47,6/25/2023,No,0,123,13.91,Pending
PO_00239,5/4/2023,SUP_044,Stellar Parts,PROD_022,Relay Unit,Hardware,159,344.08,54708.54,7/27/2023,Yes,0,6,3.77,Paid
PO_00240,5/12/2024,SUP_029,Expert Vendors,PROD_009,Motor Shaft,Finished Parts,94,545.36,51263.82,5/17/2024,Yes,0,20,21.28,Paid
PO_00241,1/3/2023,SUP_002,FastParts Co,PROD_017,Composite Panel,Components,223,546.85,121946.7,3/26/2023,Yes,0,21,9.42,Paid
PO_00242,3/22/2024,SUP_008,NextGen Suppliers,PROD_006,Electronic Component A,Raw Materials,393,246.63,96923.92,4/3/2024,Yes,0,23,5.85,Overdue
PO_00243,2/7/2024,SUP_050,Zephyr Components,PROD_007,Electronic Component B,Components,679,481.19,326724.66,4/16/2024,Yes,0,42,6.19,Paid
PO_00244,9/23/2023,SUP_014,PrecisionParts Inc,PROD_009,Motor Shaft,Finished Parts,147,404.91,59521.13,12/8/2023,No,10,20,13.61,Paid
PO_00245,2/15/2024,SUP_043,Quantum Suppliers,PROD_004,Rubber Gasket,Components,149,68.05,10139.76,3/17/2024,Yes,0,17,11.41,Paid
PO_00246,8/27/2023,SUP_001,Global Materials Inc,PROD_007,Electronic Component B,Components,499,343.92,171618.54,10/26/2023,No,7,37,7.41,Pending
PO_00247,8/28/2024,SUP_030,Consolidated Supply,PROD_020,Battery Cell,Raw Materials,379,506.34,191902.73,9/8/2024,Yes,0,30,7.92,Paid
PO_00248,7/7/2023,SUP_022,Integrated Solutions,PROD_012,Power Supply,Finished Parts,72,192.47,13857.75,7/26/2023,Yes,0,6,8.33,Overdue
PO_00249,3/18/2024,SUP_027,Continental Materials,PROD_009,Motor Shaft,Finished Parts,312,260.24,81194.69,5/12/2024,Yes,0,11,3.53,Pending
PO_00250,6/7/2023,SUP_026,Unified Suppliers,PROD_007,Electronic Component B,Components,766,129.82,99444.32,9/16/2023,Yes,0,55,7.18,Paid
PO_00251,5/2/2023,SUP_035,Nexus Components,PROD_019,Insulation Material,Finished Parts,158,347.9,54968.71,7/11/2023,Yes,0,17,10.76,Paid
PO_00252,2/10/2023,SUP_043,Quantum Suppliers,PROD_002,Aluminum Sheet,Finished Parts,759,72.62,55116.67,2/26/2023,Yes,0,62,8.17,Paid
PO_00253,8/21/2024,SUP_018,Dynamic Materials,PROD_004,Rubber Gasket,Components,318,496.52,157894.6,9/8/2024,Yes,0,35,11.01,Paid
PO_00254,1/27/2024,SUP_009,Standard Parts Co,PROD_021,Switch Assembly,Finished Parts,764,226.78,173256.4,3/1/2024,Yes,0,24,3.14,Paid
PO_00255,1/22/2024,SUP_032,Streamline Supply,PROD_006,Electronic Component A,Raw Materials,392,117.06,45886.58,3/27/2024,Yes,0,9,2.3,Paid
PO_00256,8/28/2023,SUP_002,FastParts Co,PROD_012,Power Supply,Finished Parts,474,487.02,230847.09,11/18/2023,No,14,50,10.55,Pending
PO_00257,7/5/2023,SUP_021,Efficient Supply,PROD_003,Copper Wire,Raw Materials,57,52.26,2978.76,9/3/2023,Yes,0,6,10.53,Paid
PO_00258,9/11/2023,SUP_005,Premier Components,PROD_005,Plastic Housing,Components,394,174.85,68892.4,11/28/2023,Yes,0,35,8.88,Pending
PO_00259,5/26/2023,SUP_021,Efficient Supply,PROD_013,Connector Cable,Finished Parts,239,57.76,13805.24,7/27/2023,Yes,0,14,5.86,Paid
PO_00260,7/3/2024,SUP_015,Global Traders,PROD_006,Electronic Component A,Raw Materials,565,280.81,158659.87,8/3/2024,No,11,36,6.37,Paid
PO_00261,2/15/2023,SUP_036,Alliance Suppliers,PROD_003,Copper Wire,Raw Materials,733,67.27,49311.47,3/8/2023,Yes,0,111,15.14,Pending
PO_00262,5/27/2024,SUP_032,Streamline Supply,PROD_016,Metal Frame,Hardware,139,136.92,19032.31,7/22/2024,Yes,0,6,4.32,Paid
PO_00263,5/13/2023,SUP_001,Global Materials Inc,PROD_021,Switch Assembly,Finished Parts,458,334.51,153207.44,7/14/2023,No,9,23,5.02,Paid
PO_00264,9/12/2023,SUP_050,Zephyr Components,PROD_018,Thermal Paste,Electronics,185,424.66,78561.9,11/7/2023,No,0,18,9.73,Paid
PO_00265,6/13/2023,SUP_001,Global Materials Inc,PROD_018,Thermal Paste,Electronics,788,276.27,217700.46,8/15/2023,Yes,0,46,5.84,Paid
PO_00266,10/13/2024,SUP_048,Xenon Suppliers,PROD_013,Connector Cable,Finished Parts,442,337,148954.07,1/19/2025,Yes,0,27,6.11,Paid
PO_00267,7/25/2023,SUP_045,Velocity Supply,PROD_016,Metal Frame,Hardware,149,258.33,38490.83,10/23/2023,Yes,0,17,11.41,Paid
PO_00268,6/22/2023,SUP_028,Superior Parts,PROD_010,Control Panel,Finished Parts,617,191.92,118417.14,8/15/2023,Yes,0,86,13.94,Paid
PO_00269,5/12/2024,SUP_014,PrecisionParts Inc,PROD_002,Aluminum Sheet,Finished Parts,615,424.47,261046.51,7/21/2024,No,4,70,11.38,Overdue
PO_00270,7/29/2023,SUP_039,Harmony Supply,PROD_013,Connector Cable,Finished Parts,522,410.44,214252.13,10/12/2023,Yes,0,63,12.07,Paid
PO_00271,3/10/2024,SUP_003,Quality Suppliers Ltd,PROD_010,Control Panel,Finished Parts,813,326.3,265279.76,5/3/2024,Yes,0,102,12.55,Paid
PO_00272,10/4/2023,SUP_046,Universal Materials,PROD_024,Transformer Core,Raw Materials,81,121.92,9875.58,12/18/2023,Yes,0,10,12.35,Paid
PO_00273,8/5/2024,SUP_018,Dynamic Materials,PROD_012,Power Supply,Finished Parts,13,510.96,6642.45,8/14/2024,Yes,0,1,7.69,Paid
PO_00274,8/9/2024,SUP_034,Precision Suppliers,PROD_017,Composite Panel,Components,210,23.53,4940.46,10/4/2024,No,0,26,12.38,Pending
PO_00275,7/17/2024,SUP_027,Continental Materials,PROD_021,Switch Assembly,Finished Parts,637,302.26,192539.33,8/23/2024,No,0,29,4.55,Paid
PO_00276,10/16/2024,SUP_015,Global Traders,PROD_022,Relay Unit,Hardware,534,301.32,160902.8,11/17/2024,Yes,0,38,7.12,Paid
PO_00277,3/23/2023,SUP_048,Xenon Suppliers,PROD_001,Steel Bolts,Hardware,97,286.55,27795.54,6/30/2023,No,13,2,2.06,Paid
PO_00278,1/6/2024,SUP_040,Pinnacle Suppliers,PROD_017,Composite Panel,Components,121,285.58,34555.24,3/12/2024,Yes,0,15,12.4,Paid
PO_00279,7/25/2023,SUP_024,Direct Supply,PROD_003,Copper Wire,Raw Materials,685,344.96,236295.83,9/4/2023,Yes,0,20,2.92,Overdue
PO_00280,5/15/2024,SUP_042,Apex Components,PROD_015,Fastener Kit,Electronics,671,366.04,245613.7,7/19/2024,Yes,0,48,7.15,Paid
PO_00281,4/10/2023,SUP_009,Standard Parts Co,PROD_021,Switch Assembly,Finished Parts,114,211.35,24093.9,5/2/2023,Yes,0,1,0.88,Overdue
PO_00282,3/10/2024,SUP_001,Global Materials Inc,PROD_015,Fastener Kit,Electronics,242,308.26,74599.82,5/2/2024,Yes,0,11,4.55,Paid
PO_00283,11/1/2023,SUP_020,Strategic Partners,PROD_012,Power Supply,Finished Parts,447,211.54,94558.61,1/23/2024,Yes,0,10,2.24,Paid
PO_00284,4/7/2023,SUP_007,Elite Industries,PROD_016,Metal Frame,Hardware,56,15.05,842.94,6/4/2023,Yes,0,9,16.07,Paid
PO_00285,9/1/2024,SUP_001,Global Materials Inc,PROD_014,Circuit Board,Finished Parts,225,306.07,68866.09,11/1/2024,No,8,13,5.78,Paid
PO_00286,4/24/2023,SUP_018,Dynamic Materials,PROD_015,Fastener Kit,Electronics,496,424.88,210741.75,5/8/2023,Yes,0,49,9.88,Paid
PO_00287,11/11/2024,SUP_009,Standard Parts Co,PROD_024,Transformer Core,Raw Materials,257,188.67,48487.18,12/11/2024,No,3,13,5.06,Paid
PO_00288,9/13/2023,SUP_008,NextGen Suppliers,PROD_001,Steel Bolts,Hardware,692,235.03,162639,10/10/2023,Yes,0,35,5.06,Paid
PO_00289,12/18/2023,SUP_002,FastParts Co,PROD_016,Metal Frame,Hardware,172,555.1,95476.53,2/25/2024,Yes,0,20,11.63,Overdue
PO_00290,2/13/2023,SUP_029,Expert Vendors,PROD_024,Transformer Core,Raw Materials,602,465.77,280391.31,2/19/2023,No,0,74,12.29,Overdue
PO_00291,8/10/2024,SUP_012,Industrial Solutions,PROD_014,Circuit Board,Finished Parts,39,117.71,4590.66,9/17/2024,Yes,0,2,5.13,Paid
PO_00292,6/25/2024,SUP_027,Continental Materials,PROD_012,Power Supply,Finished Parts,456,269.63,122949.76,8/19/2024,No,13,10,2.19,Pending
PO_00293,12/8/2024,SUP_043,Quantum Suppliers,PROD_021,Switch Assembly,Finished Parts,325,69.87,22708.57,1/8/2025,Yes,0,27,8.31,Paid
PO_00294,7/5/2023,SUP_039,Harmony Supply,PROD_010,Control Panel,Finished Parts,384,476.56,182998.2,9/18/2023,Yes,0,58,15.1,Paid
PO_00295,11/20/2024,SUP_005,Premier Components,PROD_021,Switch Assembly,Finished Parts,782,156.57,122440.37,1/26/2025,Yes,0,48,6.14,Paid
PO_00296,5/12/2023,SUP_024,Direct Supply,PROD_006,Electronic Component A,Raw Materials,402,359.52,144527.6,7/6/2023,No,14,6,1.49,Paid
PO_00297,2/8/2023,SUP_014,PrecisionParts Inc,PROD_014,Circuit Board,Finished Parts,20,412.15,8243.08,4/21/2023,Yes,0,4,20,Paid
PO_00298,7/10/2024,SUP_011,Reliable Vendors,PROD_018,Thermal Paste,Electronics,590,12.03,7099.89,9/2/2024,Yes,0,83,14.07,Pending
PO_00299,11/20/2024,SUP_034,Precision Suppliers,PROD_016,Metal Frame,Hardware,687,23.96,16459.15,1/24/2025,Yes,0,60,8.73,Paid
PO_00300,9/8/2023,SUP_011,Reliable Vendors,PROD_002,Aluminum Sheet,Finished Parts,491,11.69,5739.35,10/27/2023,Yes,0,77,15.68,Paid
PO_00301,4/6/2024,SUP_020,Strategic Partners,PROD_010,Control Panel,Finished Parts,866,232.49,201336.1,7/6/2024,Yes,0,30,3.46,Pending
PO_00302,5/7/2024,SUP_004,EcoSource Materials,PROD_004,Rubber Gasket,Components,189,166.58,31483.5,7/7/2024,Yes,0,5,2.65,Paid
PO_00303,6/13/2023,SUP_009,Standard Parts Co,PROD_010,Control Panel,Finished Parts,13,228.34,2968.44,7/13/2023,Yes,0,0,0,Paid
PO_00304,10/28/2024,SUP_018,Dynamic Materials,PROD_002,Aluminum Sheet,Finished Parts,92,449.6,41363.04,11/4/2024,Yes,0,13,14.13,Paid
PO_00305,11/15/2024,SUP_034,Precision Suppliers,PROD_005,Plastic Housing,Components,858,25.32,21723.92,1/17/2025,Yes,0,101,11.77,Paid
PO_00306,4/12/2023,SUP_010,Advanced Logistics,PROD_016,Metal Frame,Hardware,845,172.86,146068.7,7/7/2023,No,7,90,10.65,Paid
PO_00307,7/16/2024,SUP_033,Optimal Materials,PROD_002,Aluminum Sheet,Finished Parts,373,156.94,58537.2,7/24/2024,No,0,15,4.02,Paid
PO_00308,10/27/2024,SUP_009,Standard Parts Co,PROD_017,Composite Panel,Components,917,206.28,189156.12,11/28/2024,Yes,0,25,2.73,Paid
PO_00309,11/2/2023,SUP_012,Industrial Solutions,PROD_014,Circuit Board,Finished Parts,401,106.03,42516.32,12/2/2023,Yes,0,14,3.49,Overdue
PO_00310,3/3/2024,SUP_028,Superior Parts,PROD_019,Insulation Material,Finished Parts,434,192.94,83738.07,5/4/2024,Yes,0,62,14.29,Paid
PO_00311,8/20/2024,SUP_023,Modern Materials,PROD_003,Copper Wire,Raw Materials,721,317.99,229267.24,10/8/2024,Yes,0,28,3.88,Paid
PO_00312,12/20/2023,SUP_040,Pinnacle Suppliers,PROD_021,Switch Assembly,Finished Parts,805,225.67,181667.94,2/27/2024,Yes,0,121,15.03,Paid
PO_00313,3/29/2023,SUP_038,Summit Components,PROD_019,Insulation Material,Finished Parts,981,118.91,116647.08,5/18/2023,Yes,0,134,13.66,Pending
PO_00314,9/9/2024,SUP_001,Global Materials Inc,PROD_009,Motor Shaft,Finished Parts,351,285.39,100173.04,11/10/2024,Yes,0,14,3.99,Paid
PO_00315,5/14/2023,SUP_039,Harmony Supply,PROD_006,Electronic Component A,Raw Materials,508,533.51,271022.04,8/7/2023,Yes,0,73,14.37,Pending
PO_00316,2/8/2024,SUP_004,EcoSource Materials,PROD_021,Switch Assembly,Finished Parts,602,169.73,102179.2,4/22/2024,Yes,0,14,2.33,Paid
PO_00317,6/13/2024,SUP_027,Continental Materials,PROD_018,Thermal Paste,Electronics,411,270.73,111270.36,7/31/2024,Yes,0,16,3.89,Pending
PO_00318,8/18/2024,SUP_006,Rapid Supply Chain,PROD_023,Capacitor Bank,Finished Parts,285,85.2,24281.1,9/1/2024,Yes,0,26,9.12,Paid
PO_00319,3/20/2023,SUP_025,Premium Components,PROD_022,Relay Unit,Hardware,902,310.84,280373.9,6/9/2023,Yes,0,124,13.75,Paid
PO_00320,2/28/2023,SUP_015,Global Traders,PROD_023,Capacitor Bank,Finished Parts,97,287.36,27873.79,3/22/2023,Yes,0,4,4.12,Paid
PO_00321,10/19/2024,SUP_031,Innovation Partners,PROD_009,Motor Shaft,Finished Parts,644,337.37,217264.15,10/29/2024,Yes,0,105,16.3,Paid
PO_00322,4/6/2024,SUP_008,NextGen Suppliers,PROD_009,Motor Shaft,Finished Parts,635,218.54,138770.19,4/18/2024,Yes,0,35,5.51,Paid
PO_00323,2/17/2023,SUP_040,Pinnacle Suppliers,PROD_023,Capacitor Bank,Finished Parts,571,284.19,162272.13,4/21/2023,Yes,0,66,11.56,Paid
PO_00324,10/18/2023,SUP_041,Zenith Materials,PROD_004,Rubber Gasket,Components,120,319.39,38326.66,11/5/2023,Yes,0,17,14.17,Pending
PO_00325,4/21/2024,SUP_043,Quantum Suppliers,PROD_017,Composite Panel,Components,544,80.47,43777.41,5/13/2024,No,1,43,7.9,Paid
PO_00326,3/25/2023,SUP_040,Pinnacle Suppliers,PROD_004,Rubber Gasket,Components,155,283.69,43972.3,6/4/2023,Yes,0,26,16.77,Paid
PO_00327,4/30/2023,SUP_012,Industrial Solutions,PROD_018,Thermal Paste,Electronics,901,101.52,91468.73,5/30/2023,Yes,0,54,5.99,Pending
PO_00328,2/23/2023,SUP_006,Rapid Supply Chain,PROD_007,Electronic Component B,Components,589,95.57,56292.24,3/7/2023,No,3,64,10.87,Paid
PO_00329,4/29/2024,SUP_011,Reliable Vendors,PROD_020,Battery Cell,Raw Materials,206,11.41,2351.49,6/15/2024,Yes,0,32,15.53,Overdue
PO_00330,8/17/2024,SUP_019,Century Components,PROD_006,Electronic Component A,Raw Materials,388,397.79,154340.85,10/29/2024,No,7,43,11.08,Paid
PO_00331,4/20/2023,SUP_017,Professional Suppliers,PROD_013,Connector Cable,Finished Parts,686,365.86,250978.18,6/28/2023,Yes,0,83,12.1,Overdue
PO_00332,6/6/2023,SUP_039,Harmony Supply,PROD_009,Motor Shaft,Finished Parts,864,508.38,439236.37,9/8/2023,Yes,0,96,11.11,Paid
PO_00333,1/21/2023,SUP_025,Premium Components,PROD_001,Steel Bolts,Hardware,773,312,241176.71,4/12/2023,Yes,0,107,13.84,Paid
PO_00334,7/14/2024,SUP_006,Rapid Supply Chain,PROD_004,Rubber Gasket,Components,978,94.3,92230.19,8/1/2024,Yes,0,99,10.12,Paid
PO_00335,3/14/2024,SUP_020,Strategic Partners,PROD_024,Transformer Core,Raw Materials,268,228.6,61265.87,6/6/2024,Yes,0,12,4.48,Pending
PO_00336,1/31/2024,SUP_024,Direct Supply,PROD_008,Bearing Unit,Raw Materials,113,364.27,41163.04,3/9/2024,Yes,0,1,0.88,Paid
PO_00337,8/17/2023,SUP_046,Universal Materials,PROD_019,Insulation Material,Finished Parts,794,120.26,95486.15,11/4/2023,Yes,0,132,16.62,Paid
PO_00338,1/29/2024,SUP_023,Modern Materials,PROD_020,Battery Cell,Raw Materials,284,342.01,97129.75,3/19/2024,Yes,0,9,3.17,Pending
PO_00339,2/6/2024,SUP_016,Smart Supply,PROD_024,Transformer Core,Raw Materials,184,524.66,96537.94,3/4/2024,Yes,0,13,7.07,Pending
PO_00340,10/18/2023,SUP_035,Nexus Components,PROD_012,Power Supply,Finished Parts,48,329.46,15814.26,12/31/2023,Yes,0,5,10.42,Overdue
PO_00341,10/12/2023,SUP_011,Reliable Vendors,PROD_004,Rubber Gasket,Components,552,11.31,6243.22,12/8/2023,Yes,0,61,11.05,Paid
PO_00342,8/15/2024,SUP_025,Premium Components,PROD_016,Metal Frame,Hardware,416,344.58,143343.78,11/20/2024,Yes,0,69,16.59,Paid
PO_00343,5/1/2024,SUP_017,Professional Suppliers,PROD_007,Electronic Component B,Components,154,376.36,57959.13,7/11/2024,Yes,0,19,12.34,Paid
